name, scale_x, scale_y, scale_z, yaw, pitch, roll, translation_x, translation_y, translation_z
Canon_Pixma_Ink_Cartridge_8_Red, 0.23328062537230054, 0.23328062537230054, 0.23328062537230054, -0.5489633716899958, -4.004149232279319, -6.2275084525169, 0.05555555555555558, 0.38888888888888884, 8.60471883138021
Room_Essentials_Bowl_Turquiose, 0.2540543478702465, 0.2540543478702465, 0.2540543478702465, 3.028633395456305, -3.5376546175875507, 2.3960205764963227, 0.2777777777777778, -0.16666666666666669, 0.9928521728515626
Epson_273XL_Ink_Cartridge_Magenta, 0.20194650246376045, 0.20194650246376045, 0.20194650246376045, 3.769710005853643, 6.075321871330273, -3.871390600214371, 0.05555555555555558, 0.2777777777777778, 9.1563033718533
TABLEWARE_SET_5ww1UFLuCJG, 0.2870757715039421, 0.2870757715039421, 0.2870757715039421, -2.4808534647253233, 4.173476568271168, 2.172660794594451, -0.3888888888888889, 0.05555555555555558, 3.530141059027778
UGG_Cambridge_Womens_Black_7, 0.2024668909792381, 0.2024668909792381, 0.2024668909792381, 0.24169170158041542, 0.495584172324099, 1.138651493614426, 0.2777777777777778, -0.3888888888888889, 9.928521728515625
BREAKFAST_MENU, 0.22288581309173763, 0.22288581309173763, 0.22288581309173763, 0.8229195283858832, 3.7623474666841936, 5.373929859527774, -0.16666666666666669, -0.3888888888888889, 1.544436713324653
LEGO_Fusion_Set_Town_Master, 0.23478392323498565, 0.23478392323498565, 0.23478392323498565, 2.9691170732957577, 3.6317381138221574, 4.254964788041729, -0.2777777777777778, -0.16666666666666669, 0.5515845404730904
Hyaluronic_Acid, 0.21100571842674193, 0.21100571842674193, 0.21100571842674193, 1.2897610268485762, 5.204740299777484, 2.8618097879097046, -0.05555555555555558, 0.16666666666666663, 9.376937188042536
Womens_Bluefish_2Eye_Boat_Shoe_in_Tan, 0.2088418577904275, 0.2088418577904275, 0.2088418577904275, 5.313092021129902, 5.66037434025945, -4.109054346247735, 0.5, -0.2777777777777778, 2.978556518554688
Reebok_REALFLEX_SELECT, 0.2012793105019101, 0.2012793105019101, 0.2012793105019101, 0.616413096894032, 2.9647940204194274, -3.4853501840818084, -0.16666666666666669, -0.05555555555555558, 2.3166550699869792
Phillips_Caplets_Size_24, 0.2504687856881843, 0.2504687856881843, 0.2504687856881843, 5.9702326943312976, 2.251403057141676, -5.7884827366562766, -0.16666666666666669, -0.3888888888888889, 2.5372888861762153
Schleich_Therizinosaurus_ln9cruulPqc, 0.29362938280761147, 0.29362938280761147, 0.29362938280761147, -4.4408564304350175, 2.788121143693216, 2.9947735864234257, 0.05555555555555558, -0.2777777777777778, 6.729331393771702
Threshold_Performance_Bath_Sheet_Sandoval_Blue_33_x_63, 0.29326735454382963, 0.29326735454382963, 0.29326735454382963, 4.721994770815847, -3.9140092719692356, 6.0585883785038135, 0.5, -0.2777777777777778, 0.7722183566623265
Schleich_Lion_Action_Figure, 0.2549110233182614, 0.2549110233182614, 0.2549110233182614, 4.092342039798705, 1.7935160200458728, -4.046677759092038, -0.3888888888888889, -0.16666666666666669, 4.192042507595486
Threshold_Porcelain_Coffee_Mug_All_Over_Bead_White, 0.24554263982675184, 0.24554263982675184, 0.24554263982675184, -2.6093309768421724, 3.7802142403141925, -5.03566685534671, -0.2777777777777778, 0.16666666666666663, 2.757922702365452
Nestl_Crunch_Girl_Scouts_Cookie_Flavors_Caramel_Coconut_78_oz_box, 0.27880379339122763, 0.27880379339122763, 0.27880379339122763, 0.8151794051610892, -4.5708241706695905, -3.4539176662530338, -0.5, -0.5, 9.266620279947917
Womens_Betty_Chukka_Boot_in_Salt_Washed_Red_AL2YrOt9CRy, 0.2652899340416323, 0.2652899340416323, 0.2652899340416323, 3.7445116171857062, 3.7910941259336237, -1.0689254633935636, 0.16666666666666663, 0.05555555555555558, 1.6547536214192708
LTyrosine, 0.2888020301066582, 0.2888020301066582, 0.2888020301066582, 0.7905206593128309, -1.642237852038865, -4.230782384249942, 0.38888888888888884, 0.16666666666666663, 8.163451199001736
Thomas_Friends_Wooden_Railway_Ascending_Track_Riser_Pack, 0.20863251025679164, 0.20863251025679164, 0.20863251025679164, 5.811896702643111, 2.736320909292454, -0.2111162348751261, 0.16666666666666663, 0.5, 3.41982415093316
CONE_SORTING_kg5fbARBwts, 0.21897093358078062, 0.21897093358078062, 0.21897093358078062, 5.755395649853124, -0.32220903498439846, -3.1785642445869295, -0.3888888888888889, -0.5, 9.70788791232639
NUTS_BOLTS, 0.2226710192745296, 0.2226710192745296, 0.2226710192745296, -3.66242069120258, 3.3248080380567195, -3.6528271905677396, 0.38888888888888884, -0.5, 3.9714086914062503
