name, scale_x, scale_y, scale_z, yaw, pitch, roll, translation_x, translation_y, translation_z
Rose_Garden_Tieks_Leather_Ballet_Flats_with_Floral_Rosettes, 0.2699259720797329, 0.2699259720797329, 0.2699259720797329, 2.4241363079457194, -4.995870057286384, 2.2989053255544576, 0.05555555555555558, -0.2777777777777778, 6.83964830186632
Markings_Letter_Holder, 0.2630621663970806, 0.2630621663970806, 0.2630621663970806, 0.9859839581414898, 1.3501694522619028, 3.8404274433249146, 0.38888888888888884, -0.16666666666666669, 0.9928521728515626
Star_Wars_Rogue_Squadron_Nintendo_64, 0.26270177649178583, 0.26270177649178583, 0.26270177649178583, -3.749567722080962, 3.2885681892370844, 2.39357593967717, -0.05555555555555558, -0.5, 2.5372888861762153
Reebok_ZIGLITE_RUSH, 0.27407880310389265, 0.27407880310389265, 0.27407880310389265, -0.6073252131463533, 4.299016203199502, -3.3063644070785343, -0.05555555555555558, -0.5, 4.52299323187934
adistar_boost_m, 0.20890063068608866, 0.20890063068608866, 0.20890063068608866, 3.3131722320380135, 2.6470290186721446, 4.806958568010687, 0.05555555555555558, 0.16666666666666663, 2.096021253797743
Perricone_MD_Health_Weight_Management_Supplements, 0.29688118517145157, 0.29688118517145157, 0.29688118517145157, 5.923153266730308, 4.736766679924354, 6.246511037724391, 0.2777777777777778, 0.5, 5.074577772352431
Great_Jones_Wingtip_wxH3dbtlvBC, 0.224730351215428, 0.224730351215428, 0.224730351215428, -4.417780634841916, 3.85961200828719, 5.994164210060694, -0.3888888888888889, -0.3888888888888889, 8.494401923285592
Nestl_Crunch_Girl_Scouts_Cookie_Flavors_Caramel_Coconut_78_oz_box, 0.2192876611758027, 0.2192876611758027, 0.2192876611758027, 6.0330256581158, 2.426686589416608, -5.870912404060191, 0.16666666666666663, 0.5, 8.935669555664063
Avengers_Gamma_Green_Smash_Fists, 0.2042086082269486, 0.2042086082269486, 0.2042086082269486, 1.7865151524420018, -5.300088253837995, -1.2560728463997917, 0.2777777777777778, -0.3888888888888889, 5.626162312825521
Reebok_SH_PRIME_COURT_LOW, 0.23683025335386476, 0.23683025335386476, 0.23683025335386476, 4.760140603293857, 2.1309850944250073, 3.6807989034237867, 0.38888888888888884, 0.38888888888888884, 3.088873426649306
Top_Paw_Dog_Bow_Bone_Ceramic_13_fl_oz_total, 0.294127229801312, 0.294127229801312, 0.294127229801312, 2.652279479839983, -3.578407620193665, -0.39105010112049676, 0.05555555555555558, 0.05555555555555558, 6.619014485677083
