name, scale_x, scale_y, scale_z, yaw, pitch, roll, translation_x, translation_y, translation_z
My_First_Animal_Tower, 0.22587894368183697, 0.22587894368183697, 0.22587894368183697, 1.992853850009011, 3.0478516680374614, -1.78866514336383, -0.05555555555555558, -0.16666666666666669, 4.52299323187934
Toys_R_Us_Treat_Dispenser_Smart_Puzzle_Foobler, 0.29653370008641655, 0.29653370008641655, 0.29653370008641655, 2.03241500498722, 3.044237604472583, -5.7647989859934965, -0.05555555555555558, -0.16666666666666669, 5.515845404730904
OVAL_XYLOPHONE, 0.2140059495158657, 0.2140059495158657, 0.2140059495158657, 4.281965440941221, 3.1006043570484145, -0.09545331319871941, 0.16666666666666663, -0.2777777777777778, 6.398380669487847
LACING_SHEEP, 0.23556738619443482, 0.23556738619443482, 0.23556738619443482, 2.3928995565001596, 0.640032131027322, -6.280397743013204, -0.2777777777777778, 0.2777777777777778, 2.4269719780815975
OXO_Cookie_Spatula, 0.2787675548486228, 0.2787675548486228, 0.2787675548486228, 1.5330281690274967, 3.8522246696608047, -0.45189575971909335, 0.38888888888888884, 0.16666666666666663, 9.1563033718533
Mens_ASV_Billfish_Boat_Shoe_in_Dark_Brown_Leather_zdHVHXueI3w, 0.2589532227854808, 0.2589532227854808, 0.2589532227854808, 4.9835509467220565, -4.387371399304179, 3.9056187494680206, -0.5, -0.05555555555555558, 3.41982415093316
Transformers_Age_of_Extinction_Mega_1Step_Bumblebee_Figure, 0.21926635901856095, 0.21926635901856095, 0.21926635901856095, 2.557620271951059, 1.3038851292190525, 5.823632977728209, -0.16666666666666669, -0.05555555555555558, 0.22063381618923614
Phillips_Caplets_Size_24, 0.25887075013225963, 0.25887075013225963, 0.25887075013225963, -5.906329057934651, 4.582530258568655, -5.750836074241436, -0.5, -0.2777777777777778, 6.729331393771702
Reebok_RETRO_RUSH_2V, 0.27178594304391945, 0.27178594304391945, 0.27178594304391945, -2.9337976419630345, -6.036844679821476, 3.115357055065507, 0.16666666666666663, -0.05555555555555558, 7.611866658528646
Crayola_Crayons_120_crayons, 0.24623941081044082, 0.24623941081044082, 0.24623941081044082, 4.680559939374955, -0.6692077999725514, 4.015540909521588, -0.2777777777777778, -0.16666666666666669, 3.861091783311632
REEF_BRAIDED_CUSHION, 0.27377214155136703, 0.27377214155136703, 0.27377214155136703, 0.736729178613805, 1.8399952915831346, -3.7501929959152602, 0.05555555555555558, 0.38888888888888884, 4.853943956163195
QAbsorb_CoQ10_53iUqjWjW3O, 0.2422881691538741, 0.2422881691538741, 0.2422881691538741, -5.1612827038651075, -5.3294966897313145, -5.765270540214249, 0.05555555555555558, 0.05555555555555558, 6.949965209960938
Azure_Snake_Tieks_Leather_Snake_Print_Ballet_Flats, 0.21674019782917334, 0.21674019782917334, 0.21674019782917334, 0.2496552243898389, 5.286772722520569, -4.03135159679495, -0.05555555555555558, 0.05555555555555558, 10.480106268988715
Victor_Reversible_Bookend, 0.21286544701976673, 0.21286544701976673, 0.21286544701976673, 0.27743781630719244, 0.7213760621321184, -4.899101205883377, 0.5, 0.16666666666666663, 11.031690809461807
Magnifying_Glassassrt, 0.24293397227366542, 0.24293397227366542, 0.24293397227366542, -4.52032366421945, -3.424025249364049, -3.278419870238285, 0.05555555555555558, 0.38888888888888884, 5.295211588541667
Playmates_Industrial_CoSplinter_Teenage_Mutant_Ninja_Turtle_Action_Figure, 0.20339904463930308, 0.20339904463930308, 0.20339904463930308, 4.234886129001543, 2.598860642965377, -5.25561796397957, -0.05555555555555558, -0.3888888888888889, 2.8682396104600696
Nescafe_Memento_Latte_Caramel_8_08_oz_23_g_packets_64_oz_184_g, 0.2264826458812878, 0.2264826458812878, 0.2264826458812878, 5.634964965258577, -2.956245142864154, -4.440332551545675, 0.5, -0.3888888888888889, 1.765070529513889
Neat_Solutions_Character_Bib_2_pack, 0.27738929364304005, 0.27738929364304005, 0.27738929364304005, 4.3985701227129415, -0.34194660692715484, 5.257854382610049, -0.2777777777777778, -0.3888888888888889, 6.067429945203994
UGG_Cambridge_Womens_Black_7, 0.25047350370659693, 0.25047350370659693, 0.25047350370659693, -3.1132818849821122, 1.9085466250063874, 3.3321837254074467, -0.5, -0.5, 5.184894680447049
Schleich_Hereford_Bull, 0.2830542209008125, 0.2830542209008125, 0.2830542209008125, -2.5618845785613784, -0.386124558011125, 0.6281054231952172, -0.05555555555555558, 0.5, 3.9714086914062503
DANCING_ALLIGATOR_zoWBjc0jbTs, 0.2626562070482459, 0.2626562070482459, 0.2626562070482459, 4.376780577068223, 0.9700758264951945, -4.943977174019958, 0.2777777777777778, 0.05555555555555558, 1.6547536214192708
Canon_Pixma_Ink_Cartridge_8_Green, 0.2444319561135036, 0.2444319561135036, 0.2444319561135036, 2.795696833610714, -5.553523680411613, -4.9283527527460365, -0.16666666666666669, -0.3888888888888889, 7.722183566623264
Orbit_Bubblemint_Mini_Bottle_6_ct, 0.2598609290192659, 0.2598609290192659, 0.2598609290192659, -1.8922392522184763, -4.217560965805682, 4.439704727562535, -0.3888888888888889, 0.2777777777777778, 3.088873426649306
Razer_Abyssus_Ambidextrous_Gaming_Mouse, 0.25368171834828057, 0.25368171834828057, 0.25368171834828057, 0.9716172566022943, -1.3055189149087312, 2.338858435766717, 0.38888888888888884, 0.5, 10.038838636610244
Reebok_SH_PRIME_COURT_LOW, 0.22944594715792516, 0.22944594715792516, 0.22944594715792516, 0.8191756843860487, -4.946322101928873, 2.526975426229326, -0.3888888888888889, -0.5, 3.3095072428385417
Kotobuki_Saucer_Dragon_Fly, 0.223105919672504, 0.223105919672504, 0.223105919672504, -3.767335949853589, 2.342593385127829, 5.258996075836144, 0.2777777777777778, -0.3888888888888889, 1.9857043457031252
MIRACLE_POUNDING, 0.21848907091464467, 0.21848907091464467, 0.21848907091464467, -3.9428015216318526, 2.3112804798407485, 2.082892884067082, -0.05555555555555558, -0.3888888888888889, 6.508697577582465
Lovable_Huggable_Cuddly_Boutique_Teddy_Bear_Beige, 0.20880047438940652, 0.20880047438940652, 0.20880047438940652, -5.938816227864272, 2.021899433728871, 2.5912320999377982, -0.16666666666666669, 0.2777777777777778, 7.942817382812501
Schleich_Bald_Eagle, 0.2581182796195115, 0.2581182796195115, 0.2581182796195115, -4.988293819552501, -1.6682953250449613, 5.2637343305850735, 0.5, 0.2777777777777778, 10.921373901367188
Office_Depot_Canon_PGI35_Remanufactured_Ink_Cartridge_Black, 0.28834705112006054, 0.28834705112006054, 0.28834705112006054, 1.0255892972580298, 4.38558470805398, 3.221351184559799, -0.05555555555555558, 0.16666666666666663, 8.935669555664063
Logitech_Ultimate_Ears_Boom_Wireless_Speaker_Night_Black, 0.2162556222755855, 0.2162556222755855, 0.2162556222755855, -0.1494205621829643, 1.6617606953846344, -3.08312887901054, 0.16666666666666663, 0.38888888888888884, 6.288063761393229
Perricone_MD_The_Metabolic_Formula_Supplements, 0.20104089900682215, 0.20104089900682215, 0.20104089900682215, -5.4349127851053165, 3.4595570617972395, -0.37144753727503677, 0.05555555555555558, -0.05555555555555558, 10.700740085177951
Office_Depot_Dell_Series_1_Remanufactured_Ink_Cartridge_Black, 0.2341759027628148, 0.2341759027628148, 0.2341759027628148, -0.9902404598941814, 3.8385435430562023, -5.171974112844665, 0.2777777777777778, -0.2777777777777778, 0.8825352647569445
LampAndStand, 0.24608471822555303, 0.24608471822555303, 0.24608471822555303, 1.2984969400508728, 1.5808079613736332, 4.278636183381485, -0.3888888888888889, 0.5, 3.530141059027778
Ecoforms_Plant_Bowl_Turquoise_7, 0.25060142939959795, 0.25060142939959795, 0.25060142939959795, 1.604692951123834, -0.03461819086811957, 2.7588350519479796, 0.38888888888888884, -0.3888888888888889, 3.1991903347439234
Schleich_Allosaurus, 0.24400226679666032, 0.24400226679666032, 0.24400226679666032, 2.891284543408018, -2.556754472732389, -0.44864198849138504, 0.2777777777777778, 0.16666666666666663, 3.7507748752170147
Reebok_REALFLEX_SELECT, 0.2992789142506898, 0.2992789142506898, 0.2992789142506898, -4.089307732926706, -0.8068975287943969, -0.9194632229136728, 0.5, 0.5, 0.6619014485677084
Lovestruck_Tieks_Glittery_Rose_Gold_Italian_Leather_Ballet_Flats, 0.2765215424488518, 0.2765215424488518, 0.2765215424488518, 0.031038838104246125, -4.842203589465276, 6.140334131781284, -0.16666666666666669, 0.38888888888888884, 4.302359415690105
